"seg_id","oci","street","street_from","street_to","seg_length_ft","seg_width_ft","func_class","pvm_class","area_sq_ft","oci_desc","oci_wt"
"SS-026641",84.286,"TOPAZ WY","KEARNY VILLA RD","COMPLEX ST",1141.6566,50,"Residential","AC Improved",57082.83,"Good",4811283.40938
"SS-026642",26.17,"TORCA CT","LA MORADA DR","END",207.9638,30,"Residential","AC Improved",6238.914,"Poor",163272.37938
"SS-026643",65.444,"TORERO PL","ZAPATA AV","END",757.0814,36,"Residential","AC Improved",27254.9304,"Fair",1783671.6650976
"SS-026645",78.55,"TORRANCE ST","PRINGLE ST","END",233.8945,30,"Residential","AC Improved",7016.835,"Good",551172.38925
"SS-026646",42,"TORRANCE ST","KEATING ST","PRINGLE ST",348.2787,25,"Residential","AC Improved",8706.9675,"Fair",365692.635
"SS-026647",77.5,"TORRANCE ST","KITE ST","WELLBORN ST",1012.2147,30,"Residential","PCC Jointed Concrete",30366.441,"Good",2353399.1775
"SS-026648",80.73,"TORRANCE ST","REYNARD WY","END",266.5137,30,"Residential","PCC Jointed Concrete",7995.411,"Good",645469.53003
"SS-026649",60.25,"TORRANCE ST","DOVE CT","EAGLE ST",166.3925,52,"Residential","PCC Jointed Concrete",8652.41,"Fair",521307.7025
"SS-026651",75.866,"TORRANCE ST","WELLBORN ST","END",306.6585,23,"Residential","AC Improved",7053.1455,"Good",535093.936503
"SS-026652",91,"TORRANCE ST","EAGLE ST","END",176,30,"Residential","PCC Jointed Concrete",5280,"Good",480480
"SS-026653",88.672,"TORRELL WY","SURCO DR","END",237.0526,32,"Residential","AC Improved",7585.6832,"Good",672637.7007104
"SS-026654",88.468,"TORRELL WY","LORIRAE PL","SURCO DR",509.2514,32,"Residential","AC Improved",16296.0448,"Good",1441678.4913664
"SS-026655",90.002,"TORRELL WY","AVNDA DEL GATO","LORIRAE PL",545.1172,32,"Residential","AC Improved",17443.7504,"Good",1569972.4235008
"SS-026656",89.648,"TORRELL WY","CORLEY CT","AVNDA DEL GATO",747.4817,32,"Residential","AC Improved",23919.4144,"Good",2144327.6621312
"SS-026657",76.208,"TORREY BLUFF DR","CARMEL CREEK RD","GRAYDON RD",911.4115,40,"Major","AC Improved",36456.46,"Good",2778273.90368
"SS-026658",85.5,"TORREY HILL CT","TORREY HILL LN","END",120.0477,30,"Residential","AC Improved",3601.431,"Good",307922.3505
"SS-026659",66.216,"TORREY HILL LN","BEGIN","OLD EL CAM REAL",260.7436,36,"Residential","AC Improved",9386.7696,"Fair",621554.3358336
"SS-026660",70.9,"TORREY HILL LN","OLD EL CAM REAL","VIA VIEJO",282.4224,40,"Residential","AC Improved",11296.896,"Good",800949.9264
"SS-026661",73.33,"TORREY HILL LN","VIA VIEJO","TORREY HILL CT",237.4795,19,"Residential","AC Improved",4512.1105,"Good",330873.062965
"SS-026662",65.52,"TORREY HILL LN","TORREY HILL CT","END",269.3792,19,"Residential","AC Improved",5118.2048,"Fair",335344.778496
"SS-026663",53.01,"TORREY LN","BEGIN","AMALFI ST",288.8872,20,"Residential","PCC Jointed Concrete",5777.744,"Fair",306278.20944
"SS-026666",54.098,"TORREY PINES RD","CALLE JUELA","TORREY PINES LN",270.1001,36,"Major","AC Improved",9723.6036,"Fair",526027.5075528
"SS-026667",67.036,"TORREY PINES RD","LA JOLLA SHORES DR","CALLE JUELA",197.9599,36,"Major","AC Improved",7126.5564,"Fair",477735.8348304
"SS-026668",71.712,"TORREY PINES RD","CALLE DE LA PLATA","LA JOLLA SHORES DR",46.4865,32,"Major","AC Improved",1487.568,"Good",106676.476416
"SS-026669",78.198,"TORREY PINES RD","ROSELAND DR","CALLE DE LA PLATA",312.4277,32,"Major","AC Improved",9997.6864,"Good",781799.0811072
"SS-026672",87.116,"TORREY PINES RD","LITTLE ST","ROSELAND DR",779.0826,50,"Major","AC Improved",38954.13,"Good",3393527.98908
"SS-026673",75.652,"TORREY PINES RD","TORREY PINES (FTG) RD","LITTLE ST",601.9593,68,"Major","AC Improved",40933.2324,"Good",3096680.8975248
"SS-026674",77.156,"TORREY PINES RD","VIKING WY","HILLSIDE DR",133.28,68,"Major","AC Improved",9063.04,"Good",699267.91424
"SS-026675",83.582,"TORREY PINES RD","PRINCESS ST","HILLSIDE DR",304.0378,68,"Major","AC Improved",20674.5704,"Good",1728021.9431728
"SS-026676",85.996,"TORREY PINES RD","AMALFI ST","PRINCESS ST",464.8818,68,"Major","AC Improved",31611.9624,"Good",2718502.3185504
"SS-026678",84.064,"TORREY PINES RD","COAST WK","AMALFI ST",525.4948,68,"Major","AC Improved",35733.6464,"Good",3003913.2509696
"SS-026679",87.9,"TORREY PINES RD","PROSPECT PL","COAST WK",657.3744,64,"Major","AC Improved",42071.9616,"Good",3698125.42464
"SS-026680",88.72,"TORREY PINES RD","EXCHANGE PL","PROSPECT PL",585.1882,52,"Major","AC Improved",30429.7864,"Good",2699730.649408
"SS-026681",91.544,"TORREY PINES RD","PARK RW","EXCHANGE PL",467.7873,52,"Major","AC Improved",24324.9396,"Good",2226802.2707424
"SS-026682",62.726,"TORREY PINES RD","IVANHOE EAST AV","PARK RW",110.39,52,"Major","AC Improved",5740.28,"Fair",360064.80328
"SS-026683",82.528,"TORREY PINES RD","IVANHOE AV","IVANHOE EAST AV",491.1315,52,"Major","AC Improved",25538.838,"Good",2107669.222464
"SS-026684",92,"TORREY PINES RD","HIGH AV","IVANHOE AV",92.7632,52,"Major","AC Improved",4823.6864,"Good",443779.1488
"SS-026685",81.88,"TORREY PINES RD","GIRARD AV","VIRGINIA WY",81.4679,52,"Major","AC Improved",4236.3308,"Good",346870.765904
"SS-026686",90.678,"TORREY PINES RD","DUNAWAY DR","LA JOLLA VILLAGE DR",1457.1429,32,"Major","AC Improved",46628.5728,"Good",4228185.7243584
"SS-026687",74.364,"TORREY PINES RD","BEGIN","END",7458.318,82,"Major","AC Improved",611582.076,"Good",45479689.499664
"SS-026688",81.698,"TORREY PINES RD","LA JOLLA PY","ARDATH LN",714.9972,64,"Major","AC Improved",45759.8208,"Good",3738485.8397184
"SS-026689",68.94,"TORREY PINES RD","TORREY PINES LN","LA JOLLA PY",465.5024,40,"Major","AC Improved",18620.096,"Fair",1283669.41824
"SS-026690",69.008,"TORREY PINES RD","HERSCHEL AV","HIGH AV",366.1489,52,"Major","AC Improved",19039.7428,"Fair",1313894.5711424
"SS-026691",90,"TORREY PINES RD","VIRGINIA WY","HERSCHEL AV",373.2091,52,"Major","AC Improved",19406.8732,"Good",1746618.588
"SS-026692",85.436,"TORREY PINES SCENIC DR","BEGIN","NORTH TORREY PINES RD",1870.7606,40,"Residential","AC Improved",74830.424,"Good",6393212.104864
"SS-026693",89.04,"TORREY RIDGE DR","GRAYDON RD","DEL MAR HEIGHTS RD",566.2719,40,"Major","AC Improved",22650.876,"Good",2016833.99904
"SS-026694",85.616,"TORREY VIEW CT","BEGIN","CARMEL MTN RD",1026.627,50,"Residential","AC Improved",51331.35,"Good",4394784.8616
"SS-026695",85.7,"TORREYANA RD","CALLAN RD","END",442.6148,40,"Residential","AC Improved",17704.592,"Good",1517283.5344
"SS-026696",83.614,"TORREYANA RD","MERRYFIELD RW","CALLAN RD",1113.9432,40,"Residential","AC Improved",44557.728,"Good",3725649.868992
"SS-026697",85.464,"TORRINGTON ST","HARTFIELD AV","GRAYSON DR",1897.5489,48,"Major","AC Improved",91082.3472,"Good",7784261.7211008
"SS-026698",33.388,"TORTUGA CT","BEGIN","ANTIGUA BL",1031.9447,36,"Residential","AC Improved",37150.0092,"Poor",1240364.5071696
"SS-026699",49.964,"TORTUGA RD","AVNDA SANCHEZ","OROZCO RD",667.6332,36,"Residential","AC Improved",24034.7952,"Fair",1200874.5073728
"SS-026700",36.484,"TORTUGA RD","HERMANOS CT","AVNDA SANCHEZ",264.0689,36,"Residential","AC Improved",9506.4804,"Poor",346834.4309136
"SS-026701",32.374,"TORTUGA RD","ANTIGUA BL","HERMANOS CT",288.2566,36,"Residential","AC Improved",10377.2376,"Poor",335952.6900624
"SS-026702",64.18,"TOSCA WY","DINAMICA WY","END",192.5374,22,"Residential","AC Improved",4235.8228,"Fair",271855.107304
"SS-026703",62.27,"TOSCANA DR","SHORELINE DR","TOSCANA WY",1428.2172,40,"Residential","AC Improved",57128.688,"Fair",3557403.40176
"SS-026704",57.632,"TOSCANA WY","RENAISSANCE AV","TOSCANA DR",898.3267,36,"Residential","AC Improved",32339.7612,"Fair",1863805.1174784
"SS-026709",82.452,"TOURMALINE ST","FANUEL ST","FOOTHILL BL",754.7717,33,"Residential","AC Improved",24907.4661,"Good",2053670.3948772
"SS-026710",36.22,"TOURMALINE ST","EVERTS ST","FANUEL ST",579.6618,34,"Residential","AC Improved",19708.5012,"Poor",713841.913464
"SS-026711",87.796,"TOURMALINE ST","DAWES ST","EVERTS ST",580.9047,34,"Residential","AC Improved",19750.7598,"Good",1734037.7074008
"SS-026712",58.08,"TOURMALINE ST","CASS ST","DAWES ST",579.1933,40,"Residential","PCC Jointed Concrete",23167.732,"Fair",1345581.87456
"SS-026713",78.632,"TOURMALINE ST","BAYARD ST","CASS ST",442.1641,40,"Residential","AC Improved",17686.564,"Good",1390729.900448
"SS-026714",69.766,"TOURMALINE ST","MISSION BL","BAYARD ST",718.3905,40,"Residential","AC Improved",28735.62,"Fair",2004769.26492
"SS-026715",62.692,"TOURMALINE ST","LA JOLLA BL","MISSION BL",420.5566,40,"Residential","AC Improved",16822.264,"Fair",1054621.374688
"SS-026716",81.12,"TOURMALINE ST","BEGIN","LA JOLLA BL",388.084,32,"Residential","PCC Jointed Concrete",12418.688,"Good",1007403.97056
"SS-026720",94,"TOWLE CT","BEGIN","52ND ST",263.0077,30,"Residential","AC Improved",7890.231,"Good",741681.714
"SS-026721",74,"TOWN VIEW CT","TOWN VIEW LN","END",175.762,30,"Residential","AC Improved",5272.86,"Good",390191.64
"SS-026722",67.884,"TOWN VIEW LN","TOWN VIEW TR","END",318.3143,30,"Residential","AC Improved",9549.429,"Fair",648253.438236
"SS-026723",68.214,"TOWN VIEW LN","TOWN VIEW CT","TOWN VIEW TR",284.8352,36,"Residential","AC Improved",10254.0672,"Fair",699470.9399808
"SS-026724",66.822,"TOWN VIEW LN","HIGH WINDS WY","TOWN VIEW CT",255.8833,36,"Residential","AC Improved",9211.7988,"Fair",615550.8194136
"SS-026725",69.6,"TOWN VIEW TR","TOWN VIEW LN","END",121.7577,30,"Residential","AC Improved",3652.731,"Fair",254230.0776
"SS-026726",87.716,"TOWNE CENTRE CT","BEGIN","TOWNE CENTRE DR",401.1879,44,"Residential","AC Improved",17652.2676,"Good",1548386.3048016
"SS-026727",87.584,"TOWNE CENTRE DR","TOWNE CENTRE CT","WESTERRA CT",1218.8305,65,"Major","AC Improved",79223.9825,"Good",6938753.28328
"SS-026728",81.812,"TOWNE CENTRE DR","EXECUTIVE DR","EASTGATE ML",897.7727,70,"Major","AC Improved",62844.089,"Good",5141400.609268
"SS-026729",69.74,"TOWNE CENTRE DR","LA JOLLA VILLAGE DR","EXECUTIVE DR",1015.2362,72,"Major","AC Improved",73097.0064,"Fair",5097785.226336
"SS-026730",82.166,"TOWNE CENTRE DR","GOLDEN HAVEN DR","LA JOLLA VILLAGE DR",1445.6386,64,"Major","AC Improved",92520.8704,"Good",7602069.8372864
"SS-026731",85.626,"TOWNE CENTRE DR","EXCALIBUR WY","GOLDEN HAVEN DR",559.5761,64,"Major","AC Improved",35812.8704,"Good",3066512.8408704
"SS-026732",88.574,"TOWNE CENTRE DR","RENAISSANCE AV","EXCALIBUR WY",598.515,64,"Major","AC Improved",38304.96,"Good",3392823.52704
"SS-026733",86.738,"TOWNE CENTRE DR","AVNDA LA BAHIA","RENAISSANCE AV",669.8362,64,"Major","AC Improved",42869.5168,"Good",3718416.1481984
"SS-026734",88.15,"TOWNE CENTRE DR","EASTGATE ML","TOWNE CENTRE CT",2451.9641,72,"Major","AC Improved",176541.4152,"Good",15562125.74988
"SS-026736",70.646,"TOWNSGATE DR","EL CAM REAL","CARMEL COUNTRY RD",2938.1115,78,"Major","AC Improved",229172.697,"Good",16190134.352262
"SS-026738",79.804,"TOWSER ST","LADDIE LN","HAMMOND DR",369.667,36,"Residential","AC Improved",13308.012,"Good",1062032.589648
"SS-026739",83.72,"TOWSER ST","GRAMERCY DR","LADDIE LN",233.6427,36,"Residential","AC Improved",8411.1372,"Good",704180.406384
"SS-026740",81.964,"TOWSER ST","LASSIE LN","GRAMERCY DR",421.6721,36,"Residential","AC Improved",15180.1956,"Good",1244229.5521584
"SS-026741",79.878,"TOWSER ST","EARHART ST","LASSIE LN",567.5457,36,"Residential","AC Improved",20431.6452,"Good",1632038.9552856
"SS-026742",68.796,"TOYNE ST","F ST","HILLTOP DR",645.8079,30,"Residential","AC Improved",19374.237,"Fair",1332870.008652
"SS-026743",70.08,"TOYNE ST","MARKET ST","F ST",684.0951,30,"Residential","AC Improved",20522.853,"Good",1438241.53824
"SS-026744",62.592,"TOYNE ST","J ST","MARKET ST",662.0755,30,"Residential","AC Improved",19862.265,"Fair",1243218.89088
"SS-026748",52.52,"TRADE PL","DUNBROOK RD","ARJONS DR",462.1083,50,"Collector","AC Improved",23105.415,"Fair",1213496.3958
"SS-026749",55.202,"TRADE PL","SILVERTON AV","DUNBROOK RD",613.1172,50,"Collector","AC Improved",30655.86,"Fair",1692264.78372
"SS-026750",61.474,"TRADE PL","TRADE ST","SILVERTON AV",656.0762,50,"Collector","AC Improved",32803.81,"Fair",2016581.41594
"SS-026751",67.244,"TRADE ST","CARROLL WY","KENAMAR DR",1100.2806,50,"Collector","AC Improved",55014.03,"Fair",3699363.43332
"SS-026752",72.178,"TRADE ST","KENAMAR DR","TRADE PL",620.0807,50,"Collector","AC Improved",31004.035,"Good",2237809.23823
"SS-026753",68.964,"TRADE ST","TRADE PL","END",218.0572,43,"Residential","AC Improved",9376.4596,"Fair",646638.1598544
"SS-026754",67.794,"TRADE ST","CAM SANTA FE","CARROLL WY",2695.7021,50,"Collector","AC Improved",134785.105,"Fair",9137621.40837
"SS-026755",96.904,"TRADEWIND AV","HALLEY ST","HERMES ST",456.7995,36,"Residential","AC Improved",16444.782,"Good",1593565.154928
"SS-026756",74.834,"TRADITION ST","SCARSDALE WY","LINDAMERE LN",1433.0524,36,"Residential","AC Improved",51589.8864,"Good",3860677.5588576
"SS-026757",73.322,"TRADITION ST","CHALON LN","SCARSDALE WY",348.4677,36,"Residential","AC Improved",12544.8372,"Good",919812.5531784
"SS-026758",73.234,"TRADITION ST","ESSENCE RD","CHALON LN",1289.3327,36,"Residential","AC Improved",46415.9772,"Good",3399227.6742648
"SS-026759",76.11,"TRAIL DUST AV","OLD WEST WY","TWIN TRAILS DR",1066.6672,36,"Residential","AC Improved",38400.0192,"Good",2922625.461312
"SS-026760",53.9,"TRAIL DUST AV","RIFLE WY","OLD WEST WY",275.0649,36,"Residential","AC Improved",9902.3364,"Fair",533735.93196
"SS-026761",59.828,"TRAIL DUST AV","OLD WEST AV","RIFLE WY",663.1455,36,"Residential","AC Improved",23873.238,"Fair",1428288.083064
"SS-026762",52.722,"TRAIL DUST AV","ROUNDUP AV","OLD WEST AV",469.5981,36,"Residential","AC Improved",16905.5316,"Fair",891293.4370152
"SS-026763",89.41,"TRAILBRUSH PT","TRAILBRUSH TR","END",551.9172,30,"Residential","AC Improved",16557.516,"Good",1480407.50556
"SS-026764",80.968,"TRAILBRUSH PT","WINDY RIDGE RD","TRAILBRUSH TR",145.099,30,"Residential","AC Improved",4352.97,"Good",352451.27496
"SS-026765",98,"TRAILBRUSH TR","BEGIN","TRAILBRUSH PT",147.1224,30,"Residential","AC Improved",4413.672,"Good",432539.856
"SS-026766",72.608,"TRAILING DR","CRENSHAW ST","TULIP ST",254.0966,36,"Residential","AC Improved",9147.4776,"Good",664180.0535808
"SS-026767",70.82,"TRAILING DR","TULIP ST","CORDREY CT",248.0321,36,"Local","AC Improved",8929.1556,"Good",632362.799592
"SS-026768",70.07,"TRAILING DR","CORDREY CT","SPRINGER RD",146.0137,36,"Residential","AC Improved",5256.4932,"Good",368322.478524
"SS-026769",79.48,"TRAILING DR","SPRINGER RD","HIXSON AV",125.0161,18,"Residential","AC Improved",2250.2898,"Good",178853.033304
"SS-026770",60.954,"TRAILS END CR","BEGIN","GOLD COAST DR",672.2313,36,"Residential","AC Improved",24200.3268,"Fair",1475106.7197672
"SS-026771",61.66,"TRAILSIDE CT","BEGIN","TURTLEBACK RD",396.6834,32,"Residential","AC Improved",12693.8688,"Fair",782703.950208
"SS-026772",69.972,"TRAILSIDE WY","TURTLEBACK RD","END",233.8548,32,"Residential","AC Improved",7483.3536,"Fair",523625.2180992
"SS-026774",67.448,"TRANSITE AV","GROVE AV","HALO ST",421.1182,36,"Residential","AC Improved",15160.2552,"Fair",1022528.8927296
"SS-026775",46.59,"TRANSITE AV","HALLEY ST","HERMES ST",252.0021,36,"Residential","AC Improved",9072.0756,"Fair",422668.002204
"SS-026776",80.55,"TRANSITE AV","HERMES ST","IONIAN ST",246.008,36,"Residential","AC Improved",8856.288,"Good",713373.9984
"SS-026777",62.2,"TRANSITE AV","IONIAN ST","JASON ST",291.5217,30,"Residential","AC Improved",8745.651,"Fair",543979.4922
"SS-026778",87.08,"TRAVERS WY","BRANNICK PL","ARNOLDSON AV",424.0372,30,"Residential","AC Improved",12721.116,"Good",1107754.78128
"SS-026779",56,"TRAVERS WY","BEGIN","BRANNICK PL",181.2197,30,"Residential","AC Improved",5436.591,"Fair",304449.096
"SS-026780",58.084,"TRAVIS CT","CLEARSPRING RD","END",210.7888,28,"Residential","AC Improved",5902.0864,"Fair",342816.7864576
"SS-026781",30.436,"TRAVIS CT","TRAVIS PL","CLEARSPRING RD",258.7658,32,"Residential","AC Improved",8280.5056,"Poor",252025.4684416
"SS-026782",26.86,"TRAVIS CT","MENKAR RD","TRAVIS PL",226.4285,32,"Residential","AC Improved",7245.712,"Poor",194619.82432
"SS-026783",17.54,"TRAVIS PL","BEGIN","TRAVIS CT",146.1097,28,"Residential","AC Improved",4091.0716,"Poor",71757.395864
"SS-026784",72.49,"TREAT ST","27TH ST","CERRO GORDO AV",177,34,"Residential","AC Improved",6018,"Good",436244.82
"SS-026785",90.914,"TREAT ST","CERRO GORDO AV","SAN LUIS ST",351,34,"Residential","AC Improved",11934,"Good",1084967.676
"SS-026786",41.12,"TREAT ST","SAN LUIS ST","28TH ST",175,34,"Residential","AC Improved",5950,"Fair",244664
"SS-026787",14.69,"TREBOL ST","ZAPATA AV","CALLE PINO",820.0503,36,"Residential","AC Improved",29521.8108,"Poor",433675.400652
"SS-026788",49.774,"TREE HAVEN CT","TREE VIEW PL","HANDRICH DR",226.141,36,"Residential","AC Improved",8141.076,"Fair",405213.916824
"SS-026789",47.956,"TREE HAVEN CT","BEGIN","TREE VIEW PL",212.6362,36,"Residential","AC Improved",7654.9032,"Fair",367098.5378592
"SS-026790",97.84,"TREE HOLLOW LN","BEGIN","PORTAL TR",486.8094,32,"Residential","AC Improved",15577.9008,"Good",1524141.814272
"SS-026791",88.768,"TREE HOLLOW LN","PORTAL TR","ROLLING MEADOWS CT",356.8395,32,"Residential","AC Improved",11418.864,"Good",1013629.719552
"SS-026792",87.988,"TREE HOLLOW LN","ROLLING MEADOWS CT","END",452.3063,32,"Residential","AC Improved",14473.8016,"Good",1273520.8551808
"SS-026793",34.91,"TREE VIEW PL","TREE HAVEN CT","END",264.7729,30,"Residential","AC Improved",7943.187,"Poor",277296.65817
"SS-026794",67.042,"TREENA ST","SCRIPPS LAKE DR","HIBERT ST",1281.0141,50,"Residential","AC Improved",64050.705,"Fair",4294087.36461
"SS-026795",63.826,"TREENA ST","BEGIN","SCRIPPS LAKE DR",558.1921,19,"Residential","AC Improved",10605.6499,"Fair",676916.2105174
"SS-026796",91,"TREEWIND CT","BEGIN","MIL PITRERO RD",117.1634,30,"Residential","AC Improved",3514.902,"Good",319856.082
"SS-026797",10.15,"TREEWOOD ST","BENSON AV","SWEETWOOD ST",1210.3839,36,"Residential","AC Improved",43573.8204,"Poor",442274.27706
"SS-026798",34.76,"TREEWOOD ST","BEGIN","BENSON AV",200.1224,30,"Residential","AC Improved",6003.672,"Poor",208687.63872
"SS-026799",67.112,"TREMAINE WY","THERMAL AV","LEON AV",997.6724,36,"Residential","AC Improved",35916.2064,"Fair",2410408.4439168
"SS-026800",58.5,"TREMAINE WY","LEON AV","SATURN BL",383.1189,25,"Residential","AC Improved",9577.9725,"Fair",560311.39125
"SS-026801",83.68,"TREMONT ST","44TH ST","END",210.7603,30,"Residential","AC Improved",6322.809,"Good",529092.65712
"SS-026802",81.8,"TREMONT ST","BEGIN","44TH ST",268.8066,30,"Residential","AC Improved",8064.198,"Good",659651.3964
"SS-026803",74,"TRENTO PL","OLD EL CAM REAL","MODENA PL",286.5059,32,"Residential","AC Improved",9168.1888,"Good",678445.9712
"SS-026804",60.03,"TRENTON AV","BRANDYWINE ST","MT LAURENCE DR",217.021,36,"Residential","AC Improved",7812.756,"Fair",468999.74268
"SS-026805",72.132,"TRENTON AV","VIA DEL CONQUISTADOR","BRANDYWINE ST",434.0413,36,"Local","AC Improved",15625.4868,"Good",1127097.6138576
"SS-026806",67.868,"TRENTON AV","BUNKER HILL ST","VIA DEL CONQUISTADOR",201.0223,36,"Local","AC Improved",7236.8028,"Fair",491147.3324304
"SS-026808",58.6,"TRES VISTA CT","BEGIN","VIA TRES VISTA",183,36,"Residential","AC Improved",6588,"Fair",386056.8
"SS-026809",38.924,"TRETAGNIER CR","BELLECHASE CR","BELLECHASE CR",816.4816,30,"Residential","AC Improved",24494.448,"Poor",953421.893952
"SS-026810",11.13,"TRETAGNIER CR","DEVEREUX RD","BELLECHASE CR",176.9632,29,"Residential","AC Improved",5131.9328,"Poor",57118.412064
"SS-026811",74,"TREVISO CT","BEGIN","MODENA PL",186.5352,32,"Residential","AC Improved",5969.1264,"Good",441715.3536
"SS-026812",81.224,"TREYBURN WY","WINDING RIDGE DR","END",538.8599,30,"Residential","AC Improved",16165.797,"Good",1313050.695528
"SS-026813",57.182,"TRIANA ST","ALMAYO AV","SOUTHAMPTON ST",346.013,36,"Residential","AC Improved",12456.468,"Fair",712285.753176
"SS-026814",16.98,"TRIANA ST","SOUTHAMPTON ST","CHESHIRE ST",251.0178,40,"Residential","AC Improved",10040.712,"Poor",170491.28976
"SS-026815",57.842,"TRIANA ST","CHESHIRE ST","DERRICK DR",245.9058,40,"Residential","AC Improved",9836.232,"Fair",568947.331344
"SS-026816",31.172,"TRIANA ST","DERRICK DR","ALLENHURST PL",262.3722,40,"Prime","AC Improved",10494.888,"Poor",327146.648736
"SS-026817",35.256,"TRIANA ST","ALLENHURST PL","SEAFORD PL",244.0084,40,"Prime","AC Improved",9760.336,"Poor",344110.406016
"SS-026818",37.556,"TRIANA ST","SEAFORD PL","ANDALUSIA AV",235.019,40,"Prime","AC Improved",9400.76,"Poor",353054.94256
"SS-026819",17.4,"TRIANA ST","ANDALUSIA AV","LIMERICK AV",252.0081,40,"Prime","AC Improved",10080.324,"Poor",175397.6376
"SS-026820",39.32,"TRIANA ST","LIMERICK AV","DOLIVA DR",968.0873,40,"Residential","AC Improved",38723.492,"Poor",1522607.70544
"SS-026821",79.58,"TRIAS ST","PINE ST","END",394.9412,30,"Residential","AC Improved",11848.236,"Good",942882.62088
"SS-026822",16.87,"TRIAS ST","HICKORY ST","FORT STOCKTON DR",355.6248,30,"Residential","AC Improved",10668.744,"Poor",179981.71128
"SS-026823",12.5,"TRIAS ST","PRESIDIO DR","HICKORY ST",345.6253,30,"Residential","AC Improved",10368.759,"Poor",129609.4875
"SS-026824",41.46,"TRIAS ST","WHITMAN ST","PRESIDIO DR",348.4207,30,"Residential","AC Improved",10452.621,"Fair",433365.66666
"SS-026825",50.57,"TRIAS ST","CRESCENT DR","WHITMAN ST",232.622,30,"Residential","AC Improved",6978.66,"Fair",352910.8362
"SS-026827",71.236,"TRIAS ST","FORT STOCKTON DR","PINE ST",347.6049,30,"Residential","AC Improved",10428.147,"Good",742859.479692
"SS-026828",15.8,"TRIAS ST","BEGIN","CRESCENT DR",100,24,"Residential","AC Unimproved",2400,"Poor",37920
"SS-026829",22.99,"TRIBUNA AV","IRONWOOD RD","VISTA LA CUESTA DR",264.3777,36,"Residential","AC Improved",9517.5972,"Poor",218809.559628
"SS-026830",46.16,"TRIBUNA AV","VISTA LA CUESTA DR","MESA MADERA DR",1783.2077,36,"Residential","AC Improved",64195.4772,"Fair",2963263.227552
"SS-026831",94.75,"TRIDLE WY","OKEEFE ST","WITTMAN WY",266.1096,32,"Residential","AC Improved",8515.5072,"Good",806844.3072
"SS-026832",85.88,"TRIDLE WY","NAYLOR RD","OKEEFE ST",266.1096,32,"Residential","AC Improved",8515.5072,"Good",731311.758336
"SS-026833",66.426,"TRIDLE WY","GLANCY DR","NAYLOR RD",266.1093,32,"Residential","AC Improved",8515.4976,"Fair",565650.4435776
"SS-026834",66.71,"TRIESTE DR","LA PALOMA ST","POINT LOMA AV",807.3367,36,"Residential","AC Improved",29064.1212,"Fair",1938867.525252
"SS-026835",78.124,"TRIESTE DR","SANTA BARBARA ST","LA PALOMA ST",534.9745,36,"Residential","AC Improved",19259.082,"Good",1504596.522168
"SS-026836",58.872,"TRIESTE DR","NOVARA ST","SANTA BARBARA ST",474.7172,36,"Residential","AC Improved",17089.8192,"Fair",1006111.8359424
"SS-026837",81.874,"TRIGGER ST","BEGIN","SUNDANCE AV",830.989,36,"Residential","AC Improved",29915.604,"Good",2449310.161896
"SS-026838",87,"TRILLIUM CT","BEGIN","TRILLIUM WY",164.171,30,"Residential","AC Improved",4925.13,"Good",428486.31
"SS-026839",85.168,"TRILLIUM WY","TRILLIUM CT","MAYAPPLE WY",283.5775,32,"Residential","AC Improved",9074.48,"Good",772855.31264
"SS-026840",90.776,"TRILLIUM WY","MAYAPPLE WY","SWAN LAKE DR",200.049,32,"Residential","AC Improved",6401.568,"Good",581108.736768
"SS-026841",85.492,"TRILLIUM WY","NORTHWICK WY","TRILLIUM CT",187.0617,32,"Residential","AC Improved",5985.9744,"Good",511752.9234048
"SS-026842",80.828,"TRINIDAD WY","SAN MATEO DR","LAS FLORES TR",105,30,"Residential","AC Improved",3150,"Good",254608.2
"SS-026843",64.242,"TRINIDAD WY","LAS FLORES TR","LOS ALAMOS DR",320.0032,30,"Residential","AC Improved",9600.096,"Fair",616729.367232
"SS-026844",66.95,"TRINIDAD WY","LOS ALAMOS DR","S 58TH ST",290.4715,30,"Collector","AC Improved",8714.145,"Fair",583412.00775
"SS-026845",92.45,"TRINITY PL","TRINITY WY","END",298.2126,30,"Residential","AC Improved",8946.378,"Good",827092.6461
"SS-026846",86.556,"TRINITY WY","TRINITY PL","DEL CERRO BL",500.7443,36,"Residential","AC Improved",18026.7948,"Good",1560327.2507088
"SS-026847",88.932,"TRINITY WY","DEL CERRO BL","TRINITY PL",503.3994,36,"Residential","AC Improved",18122.3784,"Good",1611659.3558688
"SS-026848",79.384,"TRIPOLI RD","PARKDALE AV","SALINAS WY",248.0324,36,"Residential","AC Improved",8929.1664,"Good",708832.9454976
"SS-026849",83.524,"TRIPOLI RD","SALINAS WY","TOBAGO RD",528.0605,36,"Residential","AC Improved",19010.178,"Good",1587806.107272
"SS-026850",76.79,"TRIPP CT","SORRENTO VALLEY RD","END",249.8699,50,"Residential","AC Improved",12493.495,"Good",959375.48105
"SS-026851",75.208,"TRISTANIA PL","BEGIN","MATINAL CR",259,32,"Residential","AC Improved",8288,"Good",623323.904
"SS-026852",73.616,"ATWATER ST","GROVE AV","TRITON PL",268.0176,36,"Residential","AC Improved",9648.6336,"Good",710293.8110976
