,Unnamed: 0,seg_id,oci,street,street_from,street_to,seg_length_ft,seg_width_ft,func_class,pvm_class,area_sq_ft,oci_desc,oci_wt,start_lat,start_long,end_lat,end_long
379,9806,SS-008634,83.07,DALEN AV,CURIE ST,DALEN PL,604.3017,40.0,Local,PCC Jointed Concrete,24172.068,Good,2007973.68876,32.842346,-117.219849,32.843596999999995,-117.22112299999999
380,9809,SS-008637,83.99799999999998,DALEY CENTER DR,GRANITE RIDGE DR,AERO DR,652.3817,64.0,Major,AC Improved,41752.4288,Good,3507120.5143424,32.8070276,-117.1182813,32.8086184,-117.11890829999999
381,9811,SS-008639,85.512,DALEY CENTER DR,STONECREST BL,GRANITE RIDGE DR,1679.6601,19.0,Major,AC Improved,31913.5419,Good,2728990.7949528,32.8027558,-117.11661240000001,32.8070276,-117.1182813
382,9812,SS-008640,66.212,DALHOUSIE RD,STARGAZE AV,CLASSIQUE WY,1431.8841,36.0,Residential,AC Improved,51547.8276,Fair,3413084.761051201,32.974362899999996,-117.1297135,32.978181199999995,-117.1298128
383,9813,SS-008641,92.536,DALISAY ST,PIKAKE ST,INTERNATIONAL RD,487.0257,36.0,Residential,AC Improved,17532.9252,Good,1622426.7663071996,32.56216980000001,-117.07703659999999,32.5621667,-117.0754442
384,9814,SS-008642,70.608,DALISAY ST,INTERNATIONAL RD,DEEP HAVEN LN,488.001,36.0,Residential,AC Improved,17568.036,Good,1240443.885888,32.5621667,-117.0754442,32.5621997,-117.07376699999999
385,9815,SS-008643,48.03,DALLES AV,DALLES CT,CLAIREMONT DR,490.1245,36.0,Residential,AC Improved,17644.482,Fair,847464.47046,32.814785,-117.199928,32.8152802,-117.2010652
386,9826,SS-008655,89.5,DANAWOODS LN,DANAWOODS CT,TERRA COTTA RD,233.6024,36.0,Residential,AC Improved,8409.6864,Good,752666.9328,32.7017519,-117.041946,32.701164,-117.0417325
387,9827,SS-008656,75.514,DANBURY WY,TWAIN AV,VANDEVER AV,668.1426,30.0,Residential,AC Improved,20044.278,Good,1513623.608892,32.7856211,-117.08779299999999,32.787194899999996,-117.08868500000001
388,9832,SS-008661,80.794,DANCY RD,PARKDALE AV,ODELL RD,258.7034,36.0,Residential,AC Improved,9313.3224,Good,752460.5699856,32.9094828,-117.15487649999999,32.909763,-117.15412099999999
389,9833,SS-008662,64.502,DANCY RD,ADCOCK LN,PARKDALE AV,313.6375,36.0,Residential,AC Improved,11290.95,Fair,728288.8569,32.909034000000005,-117.1557753,32.9094828,-117.15487649999999
390,9834,SS-008663,84.69,DANCY RD,DANCY CT,ADCOCK LN,249.0983,36.0,Residential,AC Improved,8967.5388,Good,759460.860972,32.908604499999996,-117.15639270000001,32.909034000000005,-117.1557753
391,9835,SS-008664,81.502,DANCY RD,FELLER CV,DANCY CT,329.2319,36.0,Residential,AC Improved,11852.3484,Good,965990.0992968,32.9081,-117.15727199999999,32.908604499999996,-117.15639270000001
392,9836,SS-008665,84.758,DANCY RD,DABNEY DR,FELLER CV,251.4361,36.0,Residential,AC Improved,9051.6996,Good,767203.9546968002,32.907803,-117.15801200000001,32.9081,-117.15727199999999
393,9837,SS-008666,85.9,DANCY RD,GIFFIN WY,DABNEY DR,249.2005,36.0,Residential,AC Improved,8971.218,Good,770627.6262,32.9075098,-117.15874529999999,32.907803,-117.15801200000001
394,9838,SS-008667,83.16799999999998,DANCY RD,BANDELL CT,GIFFIN WY,260.1191,36.0,Residential,AC Improved,9364.2876,Good,778809.0711168002,32.9072192,-117.1595027,32.9075098,-117.15874529999999
395,9839,SS-008668,71.696,DANCY RD,DARWELL CT,ADERMAN AV,176.5049,36.0,Residential,AC Improved,6354.1764,Good,455569.03117440006,32.9071974,-117.1625244,32.907295399999995,-117.16195220000002
396,9840,SS-008669,83.316,DANCY RD,ADERMAN AV,MATSON WY,431.6122,36.0,Residential,AC Improved,15538.0392,Good,1294567.2739872,32.907295399999995,-117.16195220000002,32.907194800000006,-117.16056680000001
397,9841,SS-008670,90.328,DANCY RD,MATSON WY,BANDELL CT,331.7711,36.0,Residential,AC Improved,11943.7596,Good,1078855.9171488,32.907194800000006,-117.16056680000001,32.9072192,-117.1595027
398,9842,SS-008671,78.308,DANCY RD,BANNISTER WY,DARWELL CT,262.6727,35.0,Residential,AC Improved,9193.5445,Good,719928.0827060002,32.906998200000004,-117.16333290000001,32.9071974,-117.1625244
399,9843,SS-008672,86.49600000000002,DANCY RD,ANGETON DR,BANNISTER WY,289.1444,35.0,Residential,AC Improved,10120.054,Good,875344.190784,32.906495299999996,-117.16406210000001,32.906998200000004,-117.16333290000001
400,9844,SS-008673,82.572,DANCY RD,DANCY PL,ANGETON DR,197.2927,35.0,Residential,AC Improved,6905.2445,Good,570179.848854,32.906086,-117.164497,32.906495299999996,-117.16406210000001
401,9845,SS-008674,78.33,DANCY RD,FLANDERS DR,DANCY PL,260.5949,35.0,Residential,AC Improved,9120.8215,Good,714433.948095,32.9054401,-117.1647163,32.906086,-117.164497
402,9846,SS-008675,86.296,DANCY RD,CLAUSER ST,FLANDERS DR,239.9481,36.0,Residential,AC Improved,8638.1316,Good,745436.2045535998,32.9048163,-117.16486200000001,32.9054401,-117.1647163
403,9847,SS-008676,83.1,DANCY RD,TILTON ST,CLAUSER ST,217.0028,36.0,Residential,AC Improved,7812.1008,Good,649185.57648,32.9043623,-117.16534709999999,32.9048163,-117.16486200000001
404,9848,SS-008677,83.10799999999998,DANCY RD,BOLIN ST,TILTON ST,333.8217,36.0,Residential,AC Improved,12017.5812,Good,998757.1383696,32.903722200000004,-117.166091,32.9043623,-117.16534709999999
405,9849,SS-008678,89.03,DANCY RD,PRESLEY ST,BOLIN ST,325.9566,36.0,Residential,AC Improved,11734.4376,Good,1044716.979528,32.9032804,-117.16701809999999,32.903722200000004,-117.166091
406,9851,SS-008680,80.008,DANCY RD,KEOKI ST,PRESLEY ST,449.1701,36.0,Residential,AC Improved,16170.1236,Good,1293739.2489888,32.9032093,-117.16847320000001,32.9032804,-117.16701809999999
407,9853,SS-008682,70.494,DANDRIDGE LN,58TH ST,FAIRCROSS PL,592.4361,28.0,Residential,PCC Jointed Concrete,16588.2108,Good,1169369.3321352,32.7476049,-117.07131729999999,32.7479137,-117.06943600000001
408,9854,SS-008683,51.22,DANICA MAE DR,NOBEL DR,MAHAILA AV,445.6798,32.0,Residential,AC Improved,14261.7536,Fair,730487.019392,32.868202600000004,-117.22108870000001,32.8694015,-117.2208877
409,9855,SS-008688,71.55199999999998,DANIEL AV,KORINK AV,DANIEL CT,288.6687,40.0,Residential,AC Improved,11546.748,Good,826192.912896,32.7966321,-117.16080420000002,32.7922244,-117.1638472
410,9857,SS-008693,50.764,DANOBER DR,KIMSUE WY,ENERO WY,678.395,36.0,Residential,AC Improved,24422.22,Fair,1239769.57608,32.5759435,-117.04743149999999,32.5741445,-117.0474672
411,9858,SS-008694,58.364,DANTE ST,LIMERICK AV,SAGASTI AV,449.0402,36.0,Residential,AC Improved,16165.4472,Fair,943480.1603808,32.831511,-117.1788038,32.8315152,-117.17734240000001
412,9859,SS-008695,75.062,DANTE ST,SAGASTI AV,ONATE AV,256.0174,36.0,Residential,AC Improved,9216.6264,Good,691818.4108368,32.8315152,-117.17734240000001,32.8315135,-117.17650790000002
413,9860,SS-008696,60.054,DANTE ST,ONATE AV,DOLIVA DR,254.0316,36.0,Residential,AC Improved,9145.1376,Fair,549202.0934304,32.8315135,-117.17650790000002,32.831512599999996,-117.17567520000001
414,9862,SS-008698,59.878,DANUBE LN,ELBERT WY,POLARIS DR,642.0628,36.0,Residential,AC Improved,23114.2608,Fair,1384035.7081824,32.930836,-117.12975300000001,32.93110300000001,-117.12770800000001
415,9863,SS-008699,60.51,DANUBE LN,PEGASUS AV,ELBERT WY,563.5297,36.0,Residential,AC Improved,20287.0692,Fair,1227570.557292,32.929432,-117.129601,32.930836,-117.12975300000001
416,9865,SS-008701,65.36399999999999,DANVILLE AV,WANDERMERE DR,DANVILLE CT,413.1403,36.0,Residential,AC Improved,14873.0508,Fair,972162.0924911998,32.7948174,-117.0545018,32.7938842,-117.05381640000002
417,9866,SS-008702,56.462,DANVILLE AV,DANVILLE CT,LOCHMOOR DR,736.8115,36.0,Residential,AC Improved,26525.214,Fair,1497666.632868,32.7938842,-117.05381640000002,32.7930963,-117.0516585
418,9870,SS-008706,94.804,DAPPLE CT,BRIARLEAF WY,DAPPLE WY,315.4998,36.0,Residential,AC Improved,11357.9928,Good,1076783.1494111998,32.9383158,-117.07184070000001,32.93848699999999,-117.07086170000001
419,9873,SS-008709,90.168,DAPPLE WY,HARNESS PT,DAPPLE CT,700.0867,36.0,Residential,AC Improved,25203.1212,Good,2272515.0323616,32.9365369,-117.0706756,32.93848699999999,-117.07086170000001
420,9875,SS-008711,72.76,DARDAINA DR,MANOS DR,PARKSIDE AV,1065.0045,40.0,Residential,AC Improved,42600.18,Good,3099589.0968,32.668625,-117.05677,32.6658356,-117.05576940000002
421,9878,SS-008714,82.322,DARDEN RD,DARDEN CT,FLANDERS DR,262.7628,36.0,Residential,AC Improved,9459.4608,Good,778721.7319776,32.9048388,-117.16161000000001,32.9055414,-117.1617
422,9879,SS-008715,77.462,DARDEN RD,PENROD LN,DARDEN CT,597.1125,36.0,Residential,AC Improved,21496.05,Good,1665127.0251,32.9037802,-117.16298359999999,32.9048388,-117.16161000000001
423,9881,SS-008717,84.0,DARKWOOD RD,RIDGEFIELD PL,BOOTHBAY PL,307.7229,40.0,Residential,AC Improved,12308.916,Good,1033948.944,32.950596000000004,-117.14196000000001,32.951424800000005,-117.14175049999999
424,9882,SS-008718,65.36,DARKWOOD RD,FOXCROFT PL,RIDGEFIELD PL,247.393,40.0,Residential,AC Improved,9895.72,Fair,646784.2592,32.9499126,-117.1419876,32.950596000000004,-117.14196000000001
425,9883,SS-008719,54.45399999999999,DARKWOOD RD,CASCO CT,FOXCROFT PL,196.1229,40.0,Residential,AC Improved,7844.916,Fair,427187.055864,32.949383000000005,-117.142036,32.9499126,-117.1419876
426,9884,SS-008720,68.488,DARKWOOD RD,RICE CT,RUMEX LN,308.7684,40.0,Residential,AC Improved,12350.736,Fair,845877.207168,32.9473064,-117.1432144,32.94797690000001,-117.14264409999998
427,9885,SS-008721,91.156,DARKWOOD RD,YOLO CT,RICE CT,987.8548,40.0,Residential,AC Improved,39514.192,Good,3601955.685952,32.9457951,-117.14572350000002,32.9473064,-117.1432144
428,9886,SS-008722,93.6,DARKWOOD RD,LINO CT,YOLO CT,524.2176,40.0,Residential,AC Improved,20968.704,Good,1962670.6944,32.9449017,-117.14702,32.9457951,-117.14572350000002
429,9887,SS-008723,72.612,DARKWOOD RD,THIMBLE CT,LINO CT,305.3783,40.0,Residential,AC Improved,12215.132,Good,886965.164784,32.9441742,-117.1474888,32.9449017,-117.14702
430,9888,SS-008724,68.102,DARKWOOD RD,CICHLID WY,THIMBLE CT,279.4514,40.0,Residential,AC Improved,11178.056,Fair,761247.969712,32.9435111,-117.1479287,32.9441742,-117.1474888
431,9889,SS-008725,90.5,DARKWOOD RD,BORZOI WY,CICHLID WY,813.2922,40.0,Residential,AC Improved,32531.688,Good,2944117.764,32.9413939,-117.14860230000001,32.9435111,-117.1479287
432,9890,SS-008726,76.28,DARKWOOD RD,PARK VILLAGE RD,BORZOI WY,469.0995,40.0,Residential,AC Improved,18763.98,Good,1431316.3944,32.94007240000001,-117.1488114,32.9413939,-117.14860230000001
433,9891,SS-008727,60.644,DARKWOOD RD,BOOTHBAY PL,PARK RUN RD,401.1026,40.0,Residential,AC Improved,16044.104,Fair,972978.642976,32.951424800000005,-117.14175049999999,32.9524792,-117.1414972
434,9892,SS-008728,89.8,DARKWOOD RD,RUMEX LN,CASCO CT,562.1116,40.0,Residential,AC Improved,22484.464,Good,2019104.8672,32.94797690000001,-117.14264409999998,32.949383000000005,-117.142036
435,9894,SS-008730,67.928,DARVIEW LN,RUSSET LEAF LN,ENTREKEN WY,960.4652,32.0,Residential,AC Improved,30734.8864,Fair,2087759.3633792,32.9608995,-117.14307930000001,32.9627721,-117.1426912
436,9896,SS-008732,70.29,DARWIN AV,DARWIN PL,PICCARD AV,221.0,30.0,Residential,AC Improved,6630.0,Good,466022.7,32.576716999999995,-117.05095700000001,32.5767156,-117.05024979999999
437,9897,SS-008733,63.188,DARWIN AV,PICCARD AV,PETERLYNN DR,1178.0339,36.0,Residential,AC Improved,42409.2204,Fair,2679753.8186352,32.5767156,-117.05024979999999,32.5767253,-117.0464232
438,9898,SS-008734,49.526,DARWIN PL,AREY DR,DARWIN AV,757.0,30.0,Residential,AC Improved,22710.0,Fair,1124735.46,32.5787424,-117.05106540000001,32.576716999999995,-117.05095700000001
439,9899,SS-008735,95.67,DARWIN WY,KOSTNER DR,RANSOM ST,260.0021,36.0,Residential,AC Improved,9360.0756,Good,895478.432652,32.5768219,-117.04357649999999,32.576828000000006,-117.042717
440,9901,SS-008737,71.332,DARWIN WY,NEVIN ST,GAI DR,211.0212,36.0,Residential,AC Improved,7596.7632,Good,541892.3125824,32.5768256,-117.04190759999999,32.5768423,-117.0412081
441,9902,SS-008738,67.97399999999999,DARWIN WY,RANSOM ST,NEVIN ST,256.0076,36.0,Residential,AC Improved,9216.2736,Fair,626466.9816864,32.576828000000006,-117.042717,32.5768256,-117.04190759999999
442,9903,SS-008739,98.8,DARWIN WY,FIRETHORN ST,FUCHSIA LN,202.0469,36.0,Residential,AC Improved,7273.6884,Good,718640.41392,32.576850300000004,-117.0403108,32.5769136,-117.0396455
443,9904,SS-008740,67.09,DARWIN WY,GAI DR,FIRETHORN ST,279.0162,36.0,Residential,AC Improved,10044.5832,Fair,673891.086888,32.5768423,-117.0412081,32.576850300000004,-117.0403108
444,9906,SS-008742,76.462,DASSCO ST,DASSCO CT,HILLTOP DR,279.0073,36.0,Residential,AC Improved,10044.2628,Good,768004.4222136,32.714294800000005,-117.08886470000002,32.715037699999996,-117.08885459999999
445,9907,SS-008743,81.158,DASSCO ST,LISE AV,DASSCO CT,269.7351,36.0,Residential,AC Improved,9710.4636,Good,788081.8048488002,32.713589899999995,-117.0887594,32.714294800000005,-117.08886470000002
446,9908,SS-008744,83.008,DATCHO DR,CHIPPEWA CT,FOX AV,1325.0,30.0,Residential,AC Improved,39750.0,Good,3299568.0,32.8136245,-117.20195,32.817122999999995,-117.202827
447,9909,SS-008745,71.0,DATE AV,HARWOOD ST,16TH (SB) ST,187.0962,36.0,Residential,AC Improved,6735.4632,Good,478217.8872,32.5813214,-117.1001394,32.5813214,-117.1001394
448,9910,SS-008746,71.1,DATE PL,50TH ST,ALTADENA AV,280.8404,36.0,Residential,AC Improved,10110.2544,Good,718839.0878399998,32.7234198,-117.08705159999998,32.7233375,-117.08617549999998
449,9911,SS-008747,60.14,DATE PL,DATE ST,50TH ST,587.9635,30.0,Residential,AC Improved,17638.905,Fair,1060803.7467,32.7230945,-117.0887913,32.7234198,-117.08705159999998
450,9912,SS-008748,35.044000000000004,DATE ST,28TH ST,GRANADA AV,288.0435,38.0,Residential,AC Improved,10945.653,Poor,383579.463732,32.7234449,-117.13386200000001,32.7234256,-117.13293390000001
451,9913,SS-008749,56.642,DATE ST,GRANADA AV,29TH ST,280.0447,40.0,Residential,AC Improved,11201.788,Fair,634491.675896,32.7234256,-117.13293390000001,32.7234195,-117.13202759999999
452,9914,SS-008750,65.298,DATE ST,29TH ST,DALE ST,278.0645,40.0,Residential,AC Improved,11122.58,Fair,726282.22884,32.7234195,-117.13202759999999,32.7234097,-117.13111119999999
453,9915,SS-008751,49.56,DATE ST,DALE ST,30TH ST,281.0446,40.0,Residential,AC Improved,11241.784,Fair,557142.81504,32.7234097,-117.13111119999999,32.723409600000004,-117.13019550000001
454,9916,SS-008752,70.718,DATE ST,30TH ST,FERN ST,300.06,40.0,Residential,AC Improved,12002.4,Good,848785.7232,32.723409600000004,-117.13019550000001,32.7234027,-117.1292277
455,9917,SS-008753,41.4,DATE ST,BANCROFT ST,33RD ST,284.0156,30.0,Residential,AC Improved,8520.468,Fair,352747.3752,32.7233787,-117.1245152,32.72337419999999,-117.1235988
456,9918,SS-008756,87.162,DATE ST,04TH AV,05TH AV,283.0,40.0,Residential,AC Improved,11320.0,Good,986673.84,32.7230436,-117.16113419999999,32.707491999999995,-117.15972830000001
457,9919,SS-008757,78.64,DATE ST,03RD AV,04TH AV,279.0019,33.0,Residential,AC Improved,9207.0627,Good,724043.410728,32.7228743,-117.15839809999999,32.7230436,-117.16113419999999
458,9920,SS-008759,86.0,DATE ST,07TH AV,08TH AV,239.0023,40.0,Residential,AC Improved,9560.092,Good,822167.912,32.7121279,-117.15845449999999,32.7228743,-117.15839809999999
459,9922,SS-008761,98.0,DATE ST,08TH AV,09TH AV,279.0019,52.0,Residential,AC Improved,14508.0988,Good,1421793.6824,32.7228743,-117.15839809999999,32.7228743,-117.15839809999999
460,9923,SS-008762,16.06,DATE ST,BROOKLINE ST,DUVAL ST,252.0075,36.0,Collector,AC Improved,9072.27,Poor,145700.6562,32.722749900000004,-117.0913774,32.7227452,-117.090571
461,9924,SS-008763,18.95,DATE ST,DUVAL ST,49TH ST,258.0486,36.0,Residential,AC Improved,9289.7496,Poor,176040.75492,32.7227452,-117.090571,32.72274,-117.08974740000002
462,9925,SS-008764,61.35,DATE ST,DATE PL,ALTADENA AV,902.735,30.0,Residential,AC Improved,27082.05,Fair,1661483.7675,32.7230945,-117.0887913,32.7227315,-117.0861602
463,9926,SS-008766,47.95,DATE ST,32ND ST,BANCROFT ST,276.0177,30.0,Residential,AC Improved,8280.530999999999,Fair,397051.46145,32.723377899999996,-117.1254124,32.7233787,-117.1245152
464,9929,SS-008769,34.3,DATSUN ST,OTAY VALLEY RD,HERITAGE RD,602.2394,35.0,Major,AC Improved,21078.379,Poor,722988.3997,32.5719163,-116.9987305,32.5718782,-116.9967965
465,9932,SS-008772,84.13799999999998,DAUNTLESS ST,CAPRICORN WY,HAWKEYE WY,1322.0,36.0,Residential,AC Improved,47592.0,Good,4004295.6960000005,32.9247591,-117.1181211,32.9283071,-117.1183084
466,9933,SS-008773,70.84,DAVENPORT AV,BITTERCREEK LN,AMBER SKY LN,1273.9031,36.0,Residential,AC Improved,45860.5116,Good,3248758.641744,32.9692248,-117.13063899999999,32.9722862,-117.13256840000001
467,9934,SS-008774,68.658,DAVENPORT AV,OVIEDO ST,BITTERCREEK LN,341.3604,36.0,Residential,AC Improved,12288.9744,Fair,843736.4043551999,32.968313300000005,-117.1303835,32.9692248,-117.13063899999999
468,9935,SS-008775,74.72,DAVENPORT AV,AMBER SKY LN,STARGAZE AV,865.0924,36.0,Residential,AC Improved,31143.3264,Good,2327029.348608,32.9722862,-117.13256840000001,32.9746325,-117.1322743
469,9936,SS-008776,86.916,DAVES WY,JOSHUA PL,TWINING AV,1226.0104,36.0,Residential,AC Improved,44136.3744,Good,3836157.1173504,32.580174199999995,-117.04939640000002,32.5801874,-117.0454297
470,9937,SS-008777,54.934,DAVID ST,COOLIDGE ST,ULRIC ST,1240.7697,32.0,Residential,AC Improved,39704.6304,Fair,2181134.1663936,32.7769829,-117.17024479999999,32.7798638,-117.1690886
471,9939,SS-008780,59.22,DAWES ST,AGATE ST,ARCHER ST,336.4095,36.0,Residential,AC Improved,12110.742,Fair,717198.1412399998,32.810818,-117.253998,32.811724100000006,-117.25426110000001
472,9940,SS-008781,56.904,DAWES ST,TURQUOISE ST,AGATE ST,377.8761,36.0,Residential,AC Improved,13603.5396,Fair,774095.8173984,32.8098175,-117.2536896,32.810818,-117.253998
473,9941,SS-008782,56.284,DAWES ST,SAPPHIRE ST,TURQUOISE ST,323.3033,40.0,Residential,AC Improved,12932.132,Fair,727872.117488,32.808963399999996,-117.2534344,32.8098175,-117.2536896
474,9942,SS-008783,51.756,DAWES ST,TOURMALINE ST,SAPPHIRE ST,331.7891,40.0,Residential,AC Improved,13271.563999999997,Fair,686883.066384,32.808067,-117.253166,32.808963399999996,-117.2534344
475,9943,SS-008784,84.958,DAWES ST,OPAL ST,TOURMALINE ST,333.7308,40.0,Residential,AC Improved,13349.232,Good,1134124.052256,32.807178,-117.25289199999999,32.808067,-117.253166
476,9944,SS-008785,92.4,DAWES ST,LORING ST,OPAL ST,374.7287,40.0,Residential,AC Improved,14989.148,Good,1384997.2752,32.8061734,-117.2525828,32.807178,-117.25289199999999
477,9945,SS-008786,74.63600000000002,DAWES ST,WILBUR AV,LORING ST,363.0823,40.0,Residential,AC Improved,14523.292,Good,1083960.4217120002,32.805217999999996,-117.25228899999999,32.8061734,-117.2525828
478,9946,SS-008787,77.294,DAWES ST,BERYL ST,WILBUR AV,349.4946,40.0,Residential,AC Improved,13979.784,Good,1080553.424496,32.80429400000001,-117.2520078,32.805217999999996,-117.25228899999999
479,9947,SS-008788,71.806,DAWES ST,LAW ST,BERYL ST,349.496,40.0,Residential,AC Improved,13979.84,Good,1003836.39104,32.8033841,-117.2517575,32.80429400000001,-117.2520078
480,9948,SS-008789,61.466,DAWES ST,CHALCEDONY ST,LAW ST,348.2818,40.0,Residential,AC Improved,13931.272,Fair,856299.564752,32.802451,-117.25145819999999,32.8033841,-117.2517575
481,9949,SS-008790,44.184,DAWES ST,MISSOURI ST,CHALCEDONY ST,355.8012,40.0,Residential,AC Improved,14232.048,Fair,628828.808832,32.80152460000001,-117.2511632,32.802451,-117.25145819999999
482,9950,SS-008791,12.02,DAWES ST,DIAMOND ST,MISSOURI ST,349.0135,40.0,Residential,AC Improved,13960.54,Poor,167805.6908,32.8005815,-117.25087140000001,32.80152460000001,-117.2511632
483,9951,SS-008792,76.352,DAWES ST,EMERALD ST,DIAMOND ST,344.1598,40.0,Residential,AC Improved,13766.392,Good,1051091.561984,32.799665000000005,-117.2505872,32.8005815,-117.25087140000001
484,9952,SS-008793,68.248,DAWES ST,FELSPAR ST,EMERALD ST,352.165,40.0,Residential,AC Improved,14086.6,Fair,961382.2768,32.798699,-117.2502959,32.799665000000005,-117.2505872
485,9953,SS-008794,68.792,DAWES ST,GARNET AV,FELSPAR ST,349.2522,40.0,Residential,AC Improved,13970.088,Fair,961030.293696,32.7977588,-117.25000490000001,32.798699,-117.2502959
486,9954,SS-008795,56.98,DAWES ST,HORNBLEND ST,GARNET AV,349.2541,40.0,Residential,AC Improved,13970.164,Fair,796019.94472,32.796844,-117.249733,32.7977588,-117.25000490000001
487,9955,SS-008796,60.65,DAWES ST,GRAND AV,HORNBLEND ST,373.7576,40.0,Residential,AC Improved,14950.303999999998,Fair,906735.9376,32.795931,-117.2494506,32.796844,-117.249733
488,9956,SS-008797,62.7,DAWES ST,THOMAS AV,GRAND AV,372.539,40.0,Residential,AC Improved,14901.56,Fair,934327.812,32.794861,-117.2491,32.795931,-117.2494506
489,9957,SS-008798,66.19800000000001,DAWES ST,REED AV,THOMAS AV,344.8954,40.0,Residential,AC Improved,13795.816,Fair,913255.427568,32.793945,-117.24881,32.794861,-117.2491
490,9958,SS-008799,64.374,DAWES ST,OLIVER AV,REED AV,356.2949,40.0,Residential,AC Improved,14251.796,Fair,917445.115704,32.7929947,-117.2485223,32.793945,-117.24881
491,9959,SS-008800,71.092,DAWES ST,PACIFIC BEACH DR,OLIVER AV,317.9704,40.0,Residential,AC Improved,12718.816,Good,904206.067072,32.7921659,-117.24828799999999,32.7929947,-117.2485223
