,Unnamed: 0,seg_id,oci,street,street_from,street_to,seg_length_ft,seg_width_ft,func_class,pvm_class,area_sq_ft,oci_desc,oci_wt,start_lat,start_long,end_lat,end_long
505,9981,SS-008835,87.0,DEARBORN DR,CORONADO (SB) AV,SEWELL AV,260.069,40.0,Residential,AC Improved,10402.76,Good,905040.12,32.6894411,-117.1533503,32.5757341,-117.07378519999999
506,9982,SS-008836,89.2,DEARBORN DR,SEWELL AV,ELROSE DR,448.8288,36.0,Residential,AC Improved,16157.8368,Good,1441279.04256,32.5757341,-117.07378519999999,32.5745499,-117.0739884
507,9984,SS-008838,70.686,DEATON DR,DAFTER DR,GENESTA ST,753.0477,36.0,Residential,AC Improved,27109.7172,Good,1916277.4699992,32.726952000000004,-117.0899977,32.7262836,-117.08768159999998
508,9985,SS-008839,85.78399999999998,DEATON DR,GENESTA ST,50TH ST,214.4469,40.0,Residential,AC Improved,8577.876,Good,735844.514784,32.7262836,-117.08768159999998,32.725753600000004,-117.087055
509,9986,SS-008840,78.86,DEAUVILLE ST,CUMBERLAND ST,SHAW ST,327.8005,30.0,Residential,AC Improved,9834.015,Good,775510.4229,32.674189899999995,-117.06604070000002,32.673476199999996,-117.0653825
510,9987,SS-008841,85.23,DEAUVILLE ST,SHAW ST,WINCHESTER ST,337.8003,30.0,Residential,AC Improved,10134.009,Good,863721.5870700001,32.673476199999996,-117.0653825,32.672752,-117.0647172
511,9988,SS-008842,83.516,DEAUVILLE ST,ROANOKE ST,RANCHO HILLS DR,324.1389,36.0,Residential,AC Improved,11669.0004,Good,974548.2374064,32.671184999999994,-117.065422,32.670418,-117.06488
512,9989,SS-008843,89.884,DEAVER LN,HIRES WY,MAGUIRE RD,752.1906,36.0,Residential,AC Improved,27078.8616,Good,2433956.3960544,32.5506857,-117.05491090000001,32.5500403,-117.05269399999999
513,9990,SS-008844,76.58800000000002,DEAVER LN,MAGUIRE RD,BIBLER DR,332.1040000000001,36.0,Residential,AC Improved,11955.744,Good,915666.521472,32.5500403,-117.05269399999999,32.5494021,-117.05199180000001
514,9991,SS-008845,50.63,DEBBY DR,DOROTHY DR,MARY LANE DR,432.2269,36.0,Residential,AC Improved,15560.1684,Fair,787811.326092,32.7690475,-117.07781170000001,32.770202000000005,-117.07775649999999
515,9992,SS-008846,82.63799999999998,DEBBYANN PL,JOSHUA PL,TWINING AV,1250.4949,36.0,Residential,AC Improved,45017.8164,Good,3720182.3116632,32.579597,-117.0494,32.5793208,-117.0454289
516,9997,SS-008851,63.32,DECANTURE ST,CABARET ST,DECANTURE CV,276.1584,36.0,Residential,AC Improved,9941.7024,Fair,629508.595968,32.8041782,-117.0530187,32.8056826,-117.05629099999999
517,9998,SS-008852,59.708,DECANTURE ST,DECANTURE CV,DECANTURE WY,414.4388,36.0,Residential,AC Improved,14919.7968,Fair,890831.2273343998,32.8056826,-117.05629099999999,32.804571,-117.0561172
518,9999,SS-008853,60.492,DECANTURE ST,DECANTURE WY,CIBOLA RD,781.4935,36.0,Residential,AC Improved,28133.766,Fair,1701867.772872,32.804571,-117.0561172,32.8029566,-117.0544813
519,10000,SS-008854,63.752,DECANTURE ST,CIBOLA RD,CABARET ST,954.4689,30.0,Residential,AC Improved,28634.067000000006,Fair,1825479.039384,32.8029566,-117.0544813,32.8041782,-117.0530187
520,10003,SS-008857,74.6,DECATUR RD,DECATUR CR,AMBERLY CR,209.0002,36.0,Residential,AC Improved,7524.0072,Good,561290.93712,32.9193087,-117.1308342,32.9193087,-117.1308342
521,10004,SS-008858,57.782,DECATUR RD,DEWSBURY AV,DECATUR CR,224.9999,36.0,Residential,AC Improved,8099.9964,Fair,468033.9919848,32.9186837,-117.130825,32.9193087,-117.1308342
522,10005,SS-008859,55.9,DECATUR RD,CLOVER CR,DEWSBURY AV,362.3661,36.0,Residential,AC Improved,13045.1796,Fair,729225.53964,32.917737699999996,-117.130696,32.9186837,-117.130825
523,10006,SS-008863,65.298,DECENA DR,TWAIN AV,VANDEVER AV,978.0619,36.0,Residential,AC Improved,35210.2284,Fair,2299157.4940632004,32.7849892,-117.0967777,32.787690000000005,-117.09676100000001
524,10007,SS-008864,69.512,DECORO ST,GENESEE AV,AVNDA NAVIDAD,415.097,26.0,Residential,AC Improved,10792.522,Fair,750209.789264,32.86423190000001,-117.2127172,32.864355100000004,-117.2113317
525,10008,SS-008865,86.056,DECORO ST,CAM KIOSCO,GENESEE AV,419.9734,64.0,Residential,AC Improved,26878.2976,Good,2313038.7782656,32.864152600000004,-117.2140271,32.86423190000001,-117.2127172
526,10009,SS-008866,95.46,DECORO ST,CARGILL AV,CAM KIOSCO,753.0008,40.0,Residential,AC Improved,30120.032000000007,Good,2875258.25472,32.8641268,-117.216476,32.864152600000004,-117.2140271
527,10013,SS-008870,5.53,DEEP DELL RD,BROOKHAVEN RD,DEEP DELL CT,322.2699,40.0,Collector,AC Improved,12890.796,Poor,71286.10188,32.6964718,-117.0308494,32.6961008,-117.0299021
528,10014,SS-008871,0.0,DEEP DELL RD,DEEP DELL CT,PARADISE VALLEY RD,317.222,40.0,Collector,AC Improved,12688.88,Poor,0.0,32.6961008,-117.0299021,32.69543,-117.029334
529,10015,SS-008872,40.64,DEEP DELL RD,PARADISE VALLEY RD,PRAIRIE MOUND WY,172.6296,40.0,Collector,AC Improved,6905.184,Fair,280626.67776,32.69543,-117.029334,32.6950364,-117.02896480000001
530,10016,SS-008873,35.22400000000001,DEEP DELL RD,PRAIRIE MOUND WY,MANZANA WY,557.4883,40.0,Collector,AC Improved,22299.532000000007,Poor,785478.7151680002,32.6950364,-117.02896480000001,32.6941582,-117.0274956
531,10017,SS-008874,77.214,DEEP HAVEN LN,PIKAKE ST,DALISAY ST,625.451,36.0,Residential,AC Improved,22516.236,Good,1738568.646504,32.5636717,-117.07369380000002,32.5621997,-117.07376699999999
532,10018,SS-008875,64.848,DEEP VALLEY RD,CANYON SLOPE PL,HILLANDALE DR,302.9237,36.0,Local,AC Improved,10905.2532,Fair,707183.8595136,32.81408,-117.05873059999999,32.814297100000005,-117.0577814
533,10019,SS-008876,78.696,DEEP VALLEY RD,DEERFIELD ST,CANYON SLOPE PL,484.5812,36.0,Local,AC Improved,17444.9232,Good,1372845.6761472,32.8131882,-117.0599058,32.81408,-117.05873059999999
534,10022,SS-008879,71.42,DEERFIELD ST,HILLANDALE DR,MISSION GORGE RD,202.4673,40.0,Residential,AC Improved,8098.691999999999,Good,578408.5826399999,32.8156557,-117.06164890000001,32.8160426,-117.0619572
535,10023,SS-008880,81.99600000000002,DEERFIELD ST,DEERWOOD CT,HILLANDALE DR,292.215,36.0,Residential,AC Improved,10519.74,Good,862576.60104,32.8150047,-117.0611074,32.8156557,-117.06164890000001
536,10024,SS-008881,85.288,DEERFIELD ST,DEERRUN PL,DEERWOOD CT,144.3122,36.0,Residential,AC Improved,5195.2392,Good,443091.5608896,32.8146326,-117.060924,32.8150047,-117.0611074
537,10025,SS-008882,89.26799999999999,DEERFIELD ST,DEER HOLLOW PL,DEERRUN PL,300.8463,36.0,Residential,AC Improved,10830.4668,Good,966814.1103024,32.8139463,-117.0604232,32.8146326,-117.060924
538,10026,SS-008883,82.6,DEERFIELD ST,DEEP VALLEY RD,DEER HOLLOW PL,317.2012,36.0,Residential,AC Improved,11419.2432,Good,943229.48832,32.8131882,-117.0599058,32.8139463,-117.0604232
539,10028,SS-008885,51.59,DEERFOOT RD,CREEKSIDE CT,WOODSTREAM PT,249.5045,36.0,Residential,AC Improved,8982.162,Fair,463389.73758,32.919436499999996,-117.0755105,32.919392200000004,-117.0746815
540,10029,SS-008886,54.308,DEERFOOT RD,WOODSTREAM PT,CLOVERFIELD PT,277.0301,36.0,Residential,AC Improved,9973.0836,Fair,541618.2241488,32.919392200000004,-117.0746815,32.919138399999994,-117.07382
541,10030,SS-008887,46.0,DEERFOOT RD,CLOVERFIELD PT,ELDERWOOD RD,348.8596,36.0,Residential,AC Improved,12558.9456,Fair,577711.4976,32.919138399999994,-117.07382,32.9188275,-117.0727893
542,10033,SS-008890,49.05,DEERHURST WY,DEERHURST CT,TOOMA ST,154.0195,32.0,Collector,AC Improved,4928.624,Fair,241749.0072,32.683045299999996,-117.0396499,32.6826243,-117.0395173
543,10034,SS-008891,16.0,DEERING ST,WESTMORE RD,VALDOSTA AV,644.0008,36.0,Residential,AC Improved,23184.0288,Poor,370944.4608,32.917774,-117.145973,32.919544,-117.145981
544,10035,SS-008892,71.548,DEERING ST,ELSTON PL,WESTMORE RD,254.0018,36.0,Residential,AC Improved,9144.0648,Good,654239.5483104,32.917076,-117.14595800000001,32.917774,-117.145973
545,10036,SS-008893,56.668,DEERING ST,NEW SALEM ST,ELSTON PL,523.0041,36.0,Residential,AC Improved,18828.1476,Fair,1066953.4681968,32.9156409,-117.14593590000001,32.917076,-117.14595800000001
546,10038,SS-008895,65.128,DEEROCK PL,HUNTHAVEN RD,BLACKPOOL RD,284.8949,36.0,Residential,AC Improved,10256.2164,Fair,667966.8616992,32.704446999999995,-117.0347508,32.705214,-117.0346963
547,10039,SS-008896,61.79600000000001,DEEROCK PL,BLOOMFIELD RD,HUNTHAVEN RD,314.312,36.0,Residential,AC Improved,11315.232,Fair,699236.076672,32.703568100000005,-117.0347186,32.704446999999995,-117.0347508
548,10040,SS-008897,62.444,DEEROCK PL,GRIBBLE ST,BLOOMFIELD RD,222.844,36.0,Residential,AC Improved,8022.384,Fair,500949.746496,32.702965,-117.03474890000001,32.703568100000005,-117.0347186
549,10041,SS-008898,60.368,DEEROCK PL,SKYLINE DR,GRIBBLE ST,275.944,36.0,Residential,AC Improved,9933.984,Fair,599694.746112,32.70226360000001,-117.0349243,32.702965,-117.03474890000001
550,10042,SS-008899,64.154,DEERPARK DR,HUXLEY ST,FIELD ST,1075.8109,36.0,Residential,AC Improved,38729.1924,Fair,2484632.6092296,32.7906985,-117.1913836,32.793446,-117.19258899999998
551,10043,SS-008900,47.49,DEERPARK DR,JELLETT ST,HUXLEY ST,798.1073,36.0,Residential,AC Improved,28731.8628,Fair,1364476.164372,32.78857,-117.19065900000001,32.7906985,-117.1913836
552,10044,SS-008901,83.384,DEERPARK DR,LISTER ST,JELLETT ST,993.6115,36.0,Residential,AC Improved,35770.014,Good,2982646.847376,32.78609960000001,-117.189407,32.78857,-117.19065900000001
553,10045,SS-008902,82.988,DEERPARK DR,JULY ST,LISTER ST,901.1217,36.0,Residential,AC Improved,32440.3812,Good,2692162.3550256,32.783750399999995,-117.18844140000002,32.78609960000001,-117.189407
554,10046,SS-008903,69.918,DEERPARK DR,SEPTEMBER ST,AUGUST ST,615.3912,36.0,Residential,AC Improved,22154.0832,Fair,1548969.1891776002,32.7804352,-117.18708659999999,32.7820427,-117.1877268
555,10049,SS-008906,60.652,DEFIANCE WY,COUNTRYSIDE DR,JOAN CT,297.0821,36.0,Residential,AC Improved,10694.9556,Fair,648670.4470512,32.7700524,-117.0825447,32.7707912,-117.0829408
556,10050,SS-008907,66.954,DEFIANCE WY,PROSPERITY LN,COUNTRYSIDE DR,377.4615,36.0,Residential,AC Improved,13588.614,Fair,909812.061756,32.76904990000001,-117.08237240000001,32.7700524,-117.0825447
557,10052,SS-008909,38.95,DEFREITAS AV,SAMANTHA AV,BLACK MTN RD,202.6253,36.0,Residential,AC Improved,7294.5108,Poor,284121.19566,32.9643033,-117.12828359999999,32.9646984,-117.127724
558,10053,SS-008910,41.76600000000001,DEL CERRO AV,DEL CERRO CT,MADRA AV,970.2941,36.0,Residential,AC Improved,34930.5876,Fair,1458910.9217016,32.7792666,-117.06045049999999,32.7817189,-117.05990619999999
559,10054,SS-008911,37.436,DEL CERRO AV,AIROSO AV,DEL CERRO CT,81.5986,36.0,Residential,AC Improved,2937.5496,Poor,109970.1068256,32.7790406,-117.0605117,32.7792666,-117.06045049999999
560,10055,SS-008912,85.346,DEL CERRO BL,TRINITY WY,LYDEN WY,1388.6667,46.0,Residential,AC Improved,63878.6682,Good,5451788.8161972,32.784469699999995,-117.07843490000002,32.784148200000004,-117.07401580000001
561,10056,SS-008913,84.48,DEL CERRO BL,TRINITY WY,TRINITY WY,656.7475,36.0,Residential,AC Improved,23642.91,Good,1997353.0368,32.784469699999995,-117.07843490000002,32.784469699999995,-117.07843490000002
562,10057,SS-008914,78.128,DEL CERRO BL,MALVERN CT,BRETON WY,588.573,46.0,Residential,AC Improved,27074.358,Good,2115265.4418240003,32.7841649,-117.0724209,32.7839448,-117.0705136
563,10058,SS-008915,82.846,DEL CERRO BL,BRETON WY,GENOA DR,664.9433,46.0,Collector,AC Improved,30587.3918,Good,2534043.0610628,32.7839448,-117.0705136,32.7837693,-117.06841059999999
564,10061,SS-008918,57.272,DEL CERRO BL,VINLEY PL,COLLEGE AV,179.4541,46.0,Collector,AC Improved,8254.8886,Fair,472773.9798992001,32.7834424,-117.06253259999998,32.783380699999995,-117.06192959999998
565,10062,SS-008919,45.908,DEL CERRO BL,COLLEGE AV,MARNE AV,300.4106,32.0,Collector,AC Improved,9613.1392,Fair,441319.9943936,32.783380699999995,-117.06192959999998,32.783424,-117.0610035
566,10063,SS-008920,76.01,DEL CERRO BL,CAPRI DR,VINLEY PL,344.956,46.0,Collector,AC Improved,15867.976,Good,1206124.85576,32.7829506,-117.0635619,32.7834424,-117.06253259999998
567,10064,SS-008921,76.846,DEL CERRO BL,GENOA DR,THETA PL,843.8251,46.0,Collector,AC Improved,38815.9546,Good,2982850.8471916,32.7837693,-117.06841059999999,32.782804,-117.0659967
568,10065,SS-008922,76.194,DEL CERRO BL,THETA PL,CAPRI DR,783.326,46.0,Collector,AC Improved,36032.996,Good,2745498.0972240004,32.782804,-117.0659967,32.7829506,-117.0635619
569,10066,SS-008923,51.848,DEL CERRO BL,MARNE AV,MADRA AV,558.0883,32.0,Collector,AC Improved,17858.8256,Fair,925944.3897088,32.783424,-117.0610035,32.7828064,-117.0593357
570,10067,SS-008924,60.36600000000001,DEL CERRO BL,TEMA ST,ELAINE WY,534.6983,40.0,Residential,PCC Jointed Concrete,21387.932,Fair,1291103.903112,32.7824125,-117.0494301,32.7838342,-117.0488919
571,10068,SS-008925,46.128,DEL CERRO BL,MADRA AV,MEREDITH AV,791.1069,26.0,Prime,AC Improved,20568.7794,Fair,948796.6561632,32.7828064,-117.0593357,32.7814483,-117.0573024
572,10069,SS-008926,71.48,DEL CERRO BL,EDINBURGH CT,TEMA ST,386.0427,40.0,Residential,PCC Jointed Concrete,15441.708,Good,1103773.28784,32.7814181,-117.0496082,32.7824125,-117.0494301
573,10070,SS-008927,45.698,DEL CERRO BL,MEREDITH AV,ASHLAND AV,525.0491,26.0,Prime,AC Improved,13651.2766,Fair,623836.0380668,32.7814483,-117.0573024,32.780917200000005,-117.05569469999999
574,10071,SS-008928,44.32,DEL CERRO BL,ASHLAND AV,REGIS AV,304.2529,26.0,Residential,AC Improved,7910.5754,Fair,350596.701728,32.780917200000005,-117.05569469999999,32.7806336,-117.05479129999999
575,10072,SS-008929,73.41,DEL CERRO BL,CAVITE CT,EDINBURGH CT,336.978,40.0,Residential,PCC Jointed Concrete,13479.12,Good,989502.1992,32.7807022,-117.05024909999999,32.7814181,-117.0496082
576,10073,SS-008930,48.274,DEL CERRO BL,REGIS AV,LINFIELD AV,519.3731,26.0,Residential,AC Improved,13503.7006,Fair,651877.6427644,32.7806336,-117.05479129999999,32.7803236,-117.0530985
577,10074,SS-008931,77.75399999999998,DEL CERRO BL,LYDEN WY,MALVERN CT,489.4007,46.0,Residential,AC Improved,22512.4322,Good,1750431.6532788004,32.784148200000004,-117.07401580000001,32.7841649,-117.0724209
578,10075,SS-008932,56.824,DEL CERRO BL,LINFIELD AV,CAVITE CT,887.1001,44.0,Residential,PCC Jointed Concrete,39032.4044,Fair,2217977.3476256,32.7803236,-117.0530985,32.7807022,-117.05024909999999
579,10077,SS-008934,94.032,DEL DIABLO LN,DEL DIABLO ST,DEL DIABLO WY,1379.0877,36.0,Residential,AC Improved,49647.1572,Good,4668421.4858304,32.9839286,-117.09083700000001,32.9875435,-117.09001699999999
580,10078,SS-008935,73.648,DEL DIABLO ST,SATANAS ST,DEL DIABLO WY,441.6257,40.0,Residential,AC Improved,17665.028000000002,Good,1300993.982144,32.9863752,-117.08886629999999,32.9875364,-117.0891479
581,10079,SS-008936,67.82600000000001,DEL DIABLO ST,PENASQUITOS DR,DEL DIABLO LN,323.1858,40.0,Residential,AC Improved,12927.432,Fair,876816.002832,32.9842479,-117.09172099999999,32.9839286,-117.09083700000001
582,10080,SS-008937,92.296,DEL DIABLO ST,DEL DIABLO LN,SATANAS ST,2010.4728,40.0,Residential,AC Improved,80418.912,Good,7422343.901952,32.9839286,-117.09083700000001,32.9863752,-117.08886629999999
583,10081,SS-008938,71.904,DEL DIABLO WY,DEL DIABLO LN,DEL DIABLO ST,279.2772,40.0,Prime,AC Improved,11171.088,Good,803245.9115520002,32.9875435,-117.09001699999999,32.9875364,-117.0891479
584,10082,SS-008939,65.41199999999999,DEL DIABLO WY,DEL DIABLO ST,ANDORRA WY,802.8117,40.0,Prime,AC Improved,32112.468,Fair,2100540.756816,32.9875364,-117.0891479,32.9874912,-117.08663059999999
585,10083,SS-008940,43.904,DEL DIABLO WY,PENASQUITOS DR,DEL DIABLO LN,335.9894,40.0,Prime,AC Improved,13439.576,Fair,590051.144704,32.9873387,-117.0910201,32.9875435,-117.09001699999999
586,10084,SS-008942,76.0,DEL MAR AV,OCEAN FRONT ST,OCEAN FRONT ST,206.8164,40.0,Residential,AC Improved,8272.655999999999,Good,628721.856,32.7411007,-117.2542869,32.7411007,-117.2542869
587,10085,SS-008943,100.0,DEL MAR AV,CABLE ST,OCEAN FRONT ST,213.0024,40.0,Residential,AC Improved,8520.096,Good,852009.6,32.740763300000005,-117.25369180000001,32.7411007,-117.2542869
588,10086,SS-008944,76.214,DEL MAR AV,SUNSET CLIFFS BL,CABLE ST,658.4108,40.0,Residential,AC Improved,26336.432,Good,2007204.828448,32.7396744,-117.2519703,32.740763300000005,-117.25369180000001
589,10087,SS-008945,82.428,DEL MAR AV,EBERS ST,SUNSET CLIFFS BL,656.2087,40.0,Residential,AC Improved,26248.348,Good,2163598.828944,32.73861289999999,-117.250229,32.7396744,-117.2519703
590,10088,SS-008946,79.874,DEL MAR AV,FROUDE ST,EBERS ST,662.0124,40.0,Residential,AC Improved,26480.496,Good,2115103.137504,32.737542600000005,-117.24849679999998,32.73861289999999,-117.250229
591,10089,SS-008947,71.64399999999998,DEL MAR AV,GUIZOT ST,FROUDE ST,658.4108,40.0,Residential,AC Improved,26336.432,Good,1886847.334208,32.73647630000001,-117.2467748,32.737542600000005,-117.24849679999998
592,10090,SS-008948,68.85600000000001,DEL MAR AV,SANTA BARBARA ST,GUIZOT ST,662.6078,40.0,Residential,AC Improved,26504.312,Fair,1824980.907072,32.7354126,-117.2450219,32.73647630000001,-117.2467748
593,10091,SS-008949,91.088,DEL MAR AV,VENICE ST,SANTA BARBARA ST,654.8098,40.0,Residential,AC Improved,26192.392000000003,Good,2385812.602496,32.734341,-117.24329399999999,32.7354126,-117.2450219
594,10092,SS-008950,71.624,DEL MAR AV,LIGGETT DR,CHATSWORTH BL,337.2491,40.0,Prime,AC Improved,13489.964,Good,966205.181536,32.7307336,-117.23906389999999,32.7316493,-117.23915649999999
595,10093,SS-008951,49.43,DEL MAR AV,CANON ST,LIGGETT DR,1031.5786,40.0,Prime,AC Improved,41263.144,Fair,2039637.20792,32.7279731,-117.239727,32.7307336,-117.23906389999999
596,10094,SS-008952,92.028,DEL MAR AV,CATALINA BL,VENICE ST,628.4115,40.0,Residential,AC Improved,25136.46,Good,2313258.14088,32.7333175,-117.24164309999999,32.734341,-117.24329399999999
597,10095,SS-008953,86.844,DEL MAR AV,CHATSWORTH BL,CATALINA BL,989.7108,40.0,Residential,AC Improved,39588.432,Good,3438017.788608,32.7316493,-117.23915649999999,32.7333175,-117.24164309999999
598,10097,SS-008955,78.96,DEL MAR GLEN,DEL MAR OAKS,CARMEL PARK DR,184.5237,30.0,Residential,AC Improved,5535.710999999998,Good,437099.74056000006,32.9415425,-117.22986000000002,32.9412843,-117.2293348
599,10098,SS-008957,84.368,DEL MAR HEIGHTS RD,SEAGROVE ST,OLD CARMEL VALLEY RD,2750.6775,100.0,Major,AC Improved,275067.75,Good,23206915.932,32.9617158,-117.2060375,32.9611055,-117.19763190000002
600,10099,SS-008958,83.426,DEL MAR HEIGHTS RD,ASHLEY FALLS DR,SEAGROVE ST,1458.225,100.0,Major,AC Improved,145822.5,Good,12165387.885,32.959095,-117.2094618,32.9617158,-117.2060375
601,10100,SS-008959,74.96,DEL MAR HEIGHTS RD,CARMEL CANYON RD,ASHLEY FALLS DR,1865.8667,80.0,Major,AC Improved,149269.336,Good,11189229.42656,32.955745799999995,-117.21379420000001,32.959095,-117.2094618
602,10101,SS-008960,62.104,DEL MAR HEIGHTS RD,CARMEL COUNTRY RD,TORREY RIDGE DR,1200.9652,100.0,Major,AC Improved,120096.52,Fair,7458474.2780800015,32.9554415,-117.22976100000001,32.9562385,-117.22596000000001
603,10102,SS-008961,86.868,DEL MAR HEIGHTS RD,EL CAM REAL,SIGNATURE PT,731.5361,100.0,Major,AC Improved,73153.61,Good,6354707.79348,32.953856099999996,-117.2341744,32.954731699999996,-117.23195249999999
604,10103,SS-008962,88.25200000000002,DEL MAR HEIGHTS RD,DEL MAR HEIGHTS PL,EL CAM REAL,957.3211,100.0,Major,AC Improved,95732.11,Good,8448550.17172,32.9481451,-117.2609162,32.953856099999996,-117.2341744
605,10104,SS-008963,87.18,DEL MAR HEIGHTS RD,HIGH BLUFF DR,DEL MAR HEIGHTS PL,829.072,100.0,Major,AC Improved,82907.2,Good,7227849.696,32.9517395,-117.23942439999999,32.9481451,-117.2609162
606,10105,SS-008964,86.368,DEL MAR HEIGHTS RD,DEL MAR HILLS DR,HIGH BLUFF DR,549.7695,100.0,Major,AC Improved,54976.95,Good,4748249.2176,32.9538748,-117.24630379999999,32.9517395,-117.23942439999999
607,10106,SS-008965,76.762,DEL MAR HEIGHTS RD,PINE NEEDLES DR,NOGALES DR,333.6978,66.0,Major,AC Improved,22024.0548,Good,1690610.4945576,32.9494014,-117.2567328,32.949465100000005,-117.255651
608,10107,SS-008966,75.374,DEL MAR HEIGHTS RD,NOGALES DR,CREST WY,188.2786,72.0,Major,AC Improved,13556.0592,Good,1021774.4061408,32.949465100000005,-117.255651,32.949386,-117.2551314
609,10108,SS-008967,84.78,DEL MAR HEIGHTS RD,CREST WY,MAR SCENIC DR,259.8998,80.0,Major,AC Improved,20791.984,Good,1762744.4035200004,32.949386,-117.2551314,32.949102,-117.2542564
610,10109,SS-008968,89.12,DEL MAR HEIGHTS RD,MAR SCENIC DR,DURANGO DR,367.6227,80.0,Major,AC Improved,29409.816000000006,Good,2621002.80192,32.949102,-117.2542564,32.9487739,-117.25312520000001
611,10110,SS-008969,89.708,DEL MAR HEIGHTS RD,DURANGO DR,RECUERDO DR,350.1495,80.0,Major,AC Improved,28011.96,Good,2512896.90768,32.9487739,-117.25312520000001,32.9487179,-117.2519888
612,10111,SS-008970,78.848,DEL MAR HEIGHTS RD,MANGO DR,PORTOFINO DR,348.3464,100.0,Major,AC Improved,34834.64,Good,2746641.69472,32.9486594,-117.24746370000001,32.9488712,-117.24633100000001
613,10112,SS-008971,86.162,DEL MAR HEIGHTS RD,BOQUITA DR,MANGO DR,704.0675,80.0,Major,AC Improved,56325.4,Good,4853109.1148,32.9487069,-117.2497189,32.9486594,-117.24746370000001
614,10113,SS-008972,74.334,DEL MAR HEIGHTS RD,NOB AV,CONDESA DR,593.0467,78.0,Major,AC Improved,46257.6426,Good,3438515.6050284,32.9484756,-117.25971820000001,32.948993699999995,-117.257912
615,10114,SS-008973,68.64,DEL MAR HEIGHTS RD,CITY BOUNDARY,NOB AV,141.3716,78.0,Major,AC Improved,11026.9848,Fair,756892.236672,32.956232199999995,-117.2266166,32.9484756,-117.25971820000001
616,10115,SS-008974,60.438,DEL MAR HEIGHTS RD,TORREY RIDGE DR,LANSDALE DR,1559.0812,100.0,Major,AC Improved,155908.12,Fair,9422774.95656,32.9562385,-117.22596000000001,32.959095,-117.2094618
617,10116,SS-008975,73.072,DEL MAR HEIGHTS RD,LANSDALE DR,CARMEL CANYON RD,2220.4412,80.0,Major,AC Improved,177635.296,Good,12980166.349312,32.959095,-117.2094618,32.955745799999995,-117.21379420000001
618,10117,SS-008976,86.616,DEL MAR HEIGHTS RD,PORTOFINO DR,DEL MAR HILLS DR,1823.4301,100.0,Major,AC Improved,182343.01,Good,15793822.15416,32.9488712,-117.24633100000001,32.9538748,-117.24630379999999
619,10118,SS-008977,72.244,DEL MAR HEIGHTS RD,CONDESA DR,PINE NEEDLES DR,380.8741,70.0,Major,AC Improved,26661.187,Good,1926110.793628,32.948993699999995,-117.257912,32.9494014,-117.2567328
620,10119,SS-008978,89.49600000000002,DEL MAR HEIGHTS RD,RECUERDO DR,MERCADO DR,348.0217,80.0,Major,AC Improved,27841.736,Good,2491724.0050560003,32.9487179,-117.2519888,32.948712,-117.25085379999999
621,10120,SS-008979,87.00399999999998,DEL MAR HEIGHTS RD,MERCADO DR,BOQUITA DR,348.023,80.0,Major,AC Improved,27841.84,Good,2422351.44736,32.948712,-117.25085379999999,32.9487069,-117.2497189
622,10124,SS-008985,86.344,DEL MAR TRAILS RD,MONTELLANO TR,CAMARERO CT,248.1103,40.0,Collector,AC Improved,9924.412,Good,856913.429728,32.9451447,-117.2265518,32.945158500000005,-117.22574879999999
623,10125,SS-008986,90.546,DEL MAR TRAILS RD,CAMARERO CT,PORTADA PL,234.4531,40.0,Collector,AC Improved,9378.124,Good,849151.615704,32.945158500000005,-117.22574879999999,32.9449075,-117.2250557
624,10126,SS-008987,86.00399999999998,DEL MAR TRAILS RD,SAN BRUNO CV,MONTELLANO TR,222.0484,46.0,Collector,AC Improved,10214.2264,Good,878464.3273055998,32.944871299999996,-117.2272014,32.9451447,-117.2265518
625,10127,SS-008988,96.4,DEL MAR TRAILS RD,PORTADA PL,WORSCH DR,184.9942,40.0,Collector,AC Improved,7399.768,Good,713337.6352,32.9449075,-117.2250557,32.9445781,-117.2246111
626,10128,SS-008989,88.92399999999998,DEL MAR TRAILS RD,CARMEL PARK DR,SAN BRUNO CV,375.2351,46.0,Major,AC Improved,17260.8146,Good,1534900.6774904,32.9444743,-117.22830900000001,32.944871299999996,-117.2272014
627,10129,SS-008990,90.55,DEL MAR TRAILS RD,CARMEL CREEK RD,CARMEL PARK DR,403.383,62.0,Prime,AC Improved,25009.746,Good,2264632.5003,32.944785100000004,-117.22959159999999,32.9444743,-117.22830900000001
628,10130,SS-008991,92.5,DEL MAR TRAILS RD,WORSCH DR,MANIFESTO PL,451.8828,48.0,Collector,AC Improved,21690.3744,Good,2006359.632,32.9445781,-117.2246111,32.9438956,-117.22337579999999
629,10131,SS-008992,90.584,DEL MAR TRAILS RD,MERCURIO ST,CARMEL CANYON RD,515.1923,48.0,Collector,AC Improved,24729.2304,Good,2240072.6065536,32.9439819,-117.21781340000001,32.945179100000004,-117.2170418
630,10132,SS-008993,93.616,DEL MAR TRAILS RD,MONA LISA ST,MERCURIO ST,611.1668,48.0,Collector,AC Improved,29336.0064,Good,2746319.5751424,32.942987,-117.2193119,32.9439819,-117.21781340000001
631,10133,SS-008994,92.56,DEL MAR TRAILS RD,MANIFESTO PL,MONA LISA ST,1314.3686,48.0,Collector,AC Improved,63089.6928,Good,5839581.965568,32.9438956,-117.22337579999999,32.942987,-117.2193119
